TITULO;PRECIO;ENVIO;ESTADO;CALIFICACION;LINK
iPhone XS Max 256gb Silver Cargador Cable Funda Glass Cuota;$344.871;Envío gratis;Reacondicionado;;https://articulo.mercadolibre.com.ar/MLA-1146188913-iphone-xs-max-256gb-silver-cargador-cable-funda-glass-cuota-_JM#position=27&search_layout=stack&type=item&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
iPhone XS Max 256gb Space Gray Cargador Cable Funda Cuota;$344.871;Envío gratis;Reacondicionado;;https://articulo.mercadolibre.com.ar/MLA-1161051056-iphone-xs-max-256gb-space-gray-cargador-cable-funda-cuota-_JM#position=23&search_layout=stack&type=item&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
iPhone XS Max 256gb Silver Cargador Cable Funda Glass Cuota;$344.871;Envío gratis;Reacondicionado;;https://articulo.mercadolibre.com.ar/MLA-1146188913-iphone-xs-max-256gb-silver-cargador-cable-funda-glass-cuota-_JM#position=27&search_layout=stack&type=item&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
Apple iPhone SE (2da generación) 128 GB - Negro;$399.959;Envío gratis;Nuevo;200;https://www.mercadolibre.com.ar/apple-iphone-se-2da-generacion-128-gb-negro/p/MLA15591334?pdp_filters=category:MLA1055#searchVariation=MLA15591334&position=3&search_layout=stack&type=product&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
Apple iPhone SE (2da generación) 128 GB - Negro;$399.959;Envío gratis;Nuevo;200;https://www.mercadolibre.com.ar/apple-iphone-se-2da-generacion-128-gb-negro/p/MLA15591334?pdp_filters=category:MLA1055#searchVariation=MLA15591334&position=3&search_layout=stack&type=product&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
Apple iPhone 12 (128 GB) - Negro;$410.806;Sin envio gratuito;Nuevo;114;https://www.mercadolibre.com.ar/apple-iphone-12-128-gb-negro/p/MLA16163653?pdp_filters=category:MLA1055#searchVariation=MLA16163653&position=2&search_layout=stack&type=product&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
Apple iPhone 12 (128 GB) - Negro;$410.806;Sin envio gratuito;Nuevo;114;https://www.mercadolibre.com.ar/apple-iphone-12-128-gb-negro/p/MLA16163653?pdp_filters=category:MLA1055#searchVariation=MLA16163653&position=2&search_layout=stack&type=product&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
ZTE Blade A71 64 GB  grey 3 GB RAM;$43.890;Sin envio gratuito;Nuevo;60;https://www.mercadolibre.com.ar/zte-blade-a71-64-gb-grey-3-gb-ram/p/MLA18576545?pdp_filters=category:MLA1055#searchVariation=MLA18576545&position=6&search_layout=stack&type=product&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
ZTE Blade A71 64 GB  grey 3 GB RAM;$43.890;Sin envio gratuito;Nuevo;60;https://www.mercadolibre.com.ar/zte-blade-a71-64-gb-grey-3-gb-ram/p/MLA18576545?pdp_filters=category:MLA1055#searchVariation=MLA18576545&position=6&search_layout=stack&type=product&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
Samsung Galaxy A03 Core 32 GB  black 2 GB RAM;$43.999;Sin envio gratuito;Nuevo;1636;https://www.mercadolibre.com.ar/samsung-galaxy-a03-core-32-gb-black-2-gb-ram/p/MLA18904852?pdp_filters=category:MLA1055#searchVariation=MLA18904852&position=5&search_layout=stack&type=product&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
Samsung Galaxy A03 Core 32 GB  black 2 GB RAM;$43.999;Sin envio gratuito;Nuevo;1636;https://www.mercadolibre.com.ar/samsung-galaxy-a03-core-32-gb-black-2-gb-ram/p/MLA18904852?pdp_filters=category:MLA1055#searchVariation=MLA18904852&position=5&search_layout=stack&type=product&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
Xiaomi Redmi 9A Dual SIM 32 GB  verde majestuoso 2 GB RAM;$59.999;Sin envio gratuito;Nuevo;639;https://www.mercadolibre.com.ar/xiaomi-redmi-9a-dual-sim-32-gb-verde-majestuoso-2-gb-ram/p/MLA15927747?pdp_filters=category:MLA1055#searchVariation=MLA15927747&position=4&search_layout=stack&type=product&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
Xiaomi Redmi 9A Dual SIM 32 GB  verde majestuoso 2 GB RAM;$59.999;Sin envio gratuito;Nuevo;639;https://www.mercadolibre.com.ar/xiaomi-redmi-9a-dual-sim-32-gb-verde-majestuoso-2-gb-ram/p/MLA15927747?pdp_filters=category:MLA1055#searchVariation=MLA15927747&position=4&search_layout=stack&type=product&tracking_id=5ef569c3-afdd-4fb3-bd98-14bbb24ccfe1
